Trial,Reward,Cumulative Reward,Win Rate,Actual Reward
555,0.0,211.0,0.3801801801801802,3
556,1.0,212.0,0.381294964028777,4
557,0.0,212.0,0.38061041292639136,1
558,0.0,212.0,0.37992831541218636,2
559,0.0,212.0,0.37924865831842575,3
560,0.0,212.0,0.37857142857142856,4
561,1.0,213.0,0.37967914438502676,1
562,0.0,213.0,0.3790035587188612,2
563,1.0,214.0,0.38010657193605685,3
564,1.0,215.0,0.38120567375886527,4
565,0.0,215.0,0.3805309734513274,1
566,0.0,215.0,0.37985865724381623,2
567,1.0,216.0,0.38095238095238093,3
568,0.0,216.0,0.38028169014084506,4
569,0.0,216.0,0.37961335676625657,1
570,1.0,217.0,0.38070175438596493,2
571,1.0,218.0,0.38178633975481613,3
572,0.0,218.0,0.3811188811188811,4
573,1.0,219.0,0.38219895287958117,1
574,0.0,219.0,0.38153310104529614,2
575,1.0,220.0,0.3826086956521739,3
576,0.0,220.0,0.3819444444444444,4
577,0.0,220.0,0.38128249566724437,1
578,0.0,220.0,0.3806228373702422,2
579,0.0,220.0,0.3799654576856649,3
580,0.0,220.0,0.3793103448275862,4
581,0.0,220.0,0.37865748709122204,1
582,1.0,221.0,0.3797250859106529,2
583,0.0,221.0,0.379073756432247,3
584,1.0,222.0,0.3801369863013699,4
585,0.0,222.0,0.37948717948717947,1
586,0.0,222.0,0.378839590443686,2
587,0.0,222.0,0.3781942078364566,3
588,1.0,223.0,0.3792517006802721,4
589,0.0,223.0,0.37860780984719866,1
590,0.0,223.0,0.37796610169491524,2
591,0.0,223.0,0.377326565143824,3
592,0.0,223.0,0.3766891891891892,4
593,0.0,223.0,0.3760539629005059,1
594,0.0,223.0,0.37542087542087543,2
595,1.0,224.0,0.3764705882352941,3
596,1.0,225.0,0.3775167785234899,4
597,0.0,225.0,0.3768844221105528,1
598,1.0,226.0,0.3779264214046823,2
599,0.0,226.0,0.3772954924874791,3
600,0.0,226.0,0.37666666666666665,4
601,1.0,227.0,0.3777038269550749,1
602,0.0,227.0,0.3770764119601329,2
603,1.0,228.0,0.3781094527363184,3
604,1.0,229.0,0.3791390728476821,4
605,1.0,230.0,0.38016528925619836,1
606,0.0,230.0,0.3795379537953795,2
607,1.0,231.0,0.3805601317957166,3
608,0.0,231.0,0.37993421052631576,4
609,0.0,231.0,0.3793103448275862,1
610,1.0,232.0,0.380327868852459,2
611,0.0,232.0,0.37970540098199673,3
612,1.0,233.0,0.380718954248366,4
613,0.0,233.0,0.3800978792822186,1
614,0.0,233.0,0.3794788273615635,2
615,0.0,233.0,0.37886178861788616,3
616,1.0,234.0,0.37987012987012986,4
617,1.0,235.0,0.38087520259319285,1
618,0.0,235.0,0.3802588996763754,2
619,1.0,236.0,0.38126009693053314,3
620,0.0,236.0,0.38064516129032255,4
621,0.0,236.0,0.38003220611916266,1
622,0.0,236.0,0.37942122186495175,2
623,0.0,236.0,0.37881219903691815,3
624,0.0,236.0,0.3782051282051282,4
625,1.0,237.0,0.3792,1
626,1.0,238.0,0.3801916932907348,2
627,0.0,238.0,0.379585326953748,3
628,1.0,239.0,0.38057324840764334,4
629,0.0,239.0,0.3799682034976153,1
630,0.0,239.0,0.37936507936507935,2
631,0.0,239.0,0.3787638668779715,3
632,0.0,239.0,0.37816455696202533,4
633,1.0,240.0,0.3791469194312796,1
634,0.0,240.0,0.3785488958990536,2
635,0.0,240.0,0.3779527559055118,3
636,0.0,240.0,0.37735849056603776,4
637,0.0,240.0,0.37676609105180536,1
638,0.0,240.0,0.3761755485893417,2
639,0.0,240.0,0.3755868544600939,3
640,1.0,241.0,0.3765625,4
641,0.0,241.0,0.37597503900156004,1
642,1.0,242.0,0.37694704049844235,2
643,0.0,242.0,0.37636080870917576,3
644,0.0,242.0,0.37577639751552794,4
645,0.0,242.0,0.3751937984496124,1
646,1.0,243.0,0.3761609907120743,2
647,0.0,243.0,0.3755795981452859,3
648,0.0,243.0,0.375,4
649,0.0,243.0,0.37442218798151,1
650,0.0,243.0,0.37384615384615383,2
651,0.0,243.0,0.37327188940092165,3
652,1.0,244.0,0.37423312883435583,4
653,1.0,245.0,0.37519142419601836,1
654,0.0,245.0,0.3746177370030581,2
655,1.0,246.0,0.3755725190839695,3
656,1.0,247.0,0.37652439024390244,4
657,0.0,247.0,0.3759512937595129,1
658,0.0,247.0,0.37537993920972645,2
659,0.0,247.0,0.37481031866464337,3
660,0.0,247.0,0.37424242424242427,4
661,0.0,247.0,0.37367624810892586,1
662,1.0,248.0,0.37462235649546827,2
663,0.0,248.0,0.3740573152337858,3
664,0.0,248.0,0.37349397590361444,4
665,0.0,248.0,0.37293233082706767,1
666,0.0,248.0,0.37237237237237236,2
667,1.0,249.0,0.3733133433283358,3
668,1.0,250.0,0.37425149700598803,4
